Player Name,Archetype,Total MP,Total 3P,Total 3PA,Total 2P,Total 2PA,Total FT,Total FTA,Total ORB,Total DRB,Total AST,Total STL,Total BLK,Total TOV,Total PF,Total PTS
Jalen Crutcher,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Hood-Schifino,0,109.2,2.1,14.7,8.4,29.4,12.6,21.0,2.1,10.5,8.4,2.1,2.1,8.4,12.6,33.6
Jalen McDaniels,0,540.0,10.0,70.0,55.00000000000001,120.0,25.0,35.0,20.0,60.0,35.0,20.0,5.0,30.0,50.0,170.0
Jalen Pickett,0,121.5,8.1,24.3,5.4,10.8,2.7,2.7,0.0,13.5,21.6,2.7,0.0,8.1,13.5,43.2
Jalen Slawson,0,37.2,0.0,2.4000000000000004,3.5999999999999996,3.5999999999999996,0.0,0.0,1.2000000000000002,6.0,2.4000000000000004,1.2000000000000002,1.2000000000000002,2.4000000000000004,8.399999999999999,8.399999999999999
Jalen Wilson,0,662.2,25.8,73.1,51.6,103.2,38.7,47.300000000000004,47.300000000000004,86.0,43.0,12.9,4.3,17.2,47.300000000000004,215.0
Jamal Cain,0,260.0,10.4,31.2,23.400000000000002,46.800000000000004,18.2,23.400000000000002,15.6,20.8,10.4,10.4,5.2,7.8,20.8,96.2
Jamaree Bouyea,0,190.5,1.7999999999999998,17.7,17.700000000000003,38.1,0.0,0.0,5.3999999999999995,32.1,21.6,1.7999999999999998,0.0,17.7,19.8,42.0
James Bouknight,0,81.2,12.6,29.400000000000002,5.6000000000000005,11.200000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,8.4,5.6000000000000005,1.4000000000000001,1.4000000000000001,1.4000000000000001,2.8000000000000003,50.4
James Johnson,0,46.800000000000004,0.0,1.8,2.6999999999999997,8.1,1.8,1.8,0.9,2.6999999999999997,8.1,5.3999999999999995,0.9,5.3999999999999995,9.0,8.1
Jarace Walker,0,339.90000000000003,23.099999999999998,56.1,23.099999999999998,56.1,6.6000000000000005,9.9,13.200000000000001,49.5,39.6,16.5,9.9,16.5,29.7,118.8
Jared Rhoden,0,244.8,11.899999999999999,30.6,20.4,35.7,5.1,8.5,3.4000000000000004,30.6,13.600000000000001,3.4000000000000004,13.600000000000001,6.800000000000001,27.200000000000003,83.30000000000001
Jarred Vanderbilt,0,580.0,8.7,26.1,52.2,87.0,23.200000000000003,34.8,40.599999999999994,95.69999999999999,34.8,34.8,5.800000000000001,29.0,43.5,150.8
Jason Preston,0,70.7,0.0,2.8000000000000003,6.3,16.099999999999998,0.0,0.0,6.3,11.200000000000001,16.099999999999998,2.1,0.7000000000000001,2.1,2.8000000000000003,11.9
Javon Freeman-Liberty,0,402.6,11.0,41.8,44.0,81.4,33.0,35.2,15.399999999999999,55.0,39.6,11.0,4.4,24.200000000000003,28.6,154.0
Javonte Green,0,230.4,9.9,27.0,35.1,47.699999999999996,9.9,12.6,19.8,46.800000000000004,5.3999999999999995,9.9,8.1,7.2,18.900000000000002,109.8
Javonte Smart,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Huff,0,50.0,4.0,10.0,6.0,6.0,2.0,2.0,2.0,10.0,2.0,2.0,4.0,2.0,10.0,24.0
Jaylen Nowell,0,428.20000000000005,12.1,58.0,56.6,99.0,13.2,17.799999999999997,12.4,36.199999999999996,38.9,7.8,4.6,13.899999999999999,30.2,161.9
Jeenathan Williams,0,129.8,2.2,4.4,24.200000000000003,44.0,6.6,13.2,11.0,11.0,6.6,4.4,0.0,4.4,11.0,63.8
Jeff Dowtin,0,141.60000000000002,9.600000000000001,19.200000000000003,10.8,16.799999999999997,3.5999999999999996,3.5999999999999996,3.5999999999999996,16.799999999999997,27.599999999999998,7.199999999999999,1.2000000000000002,4.800000000000001,1.2000000000000002,51.599999999999994
Jeremiah Robinson-Earl,0,335.4,11.7,39.0,31.200000000000003,54.599999999999994,11.7,15.600000000000001,23.4,54.599999999999994,19.5,11.7,3.9000000000000004,15.600000000000001,23.4,113.1
Jericho Sims,0,585.0,0.0,0.0,36.0,54.0,18.0,22.5,54.0,90.0,27.0,9.0,18.0,18.0,45.0,90.0
Jermaine Samuels,0,60.199999999999996,0.0,1.4000000000000001,8.4,12.6,1.4000000000000001,1.4000000000000001,2.8000000000000003,9.799999999999999,2.8000000000000003,1.4000000000000001,1.4000000000000001,0.0,5.6000000000000005,19.599999999999998
Jerome Robinson,0,81.4,2.2,17.6,8.8,15.399999999999999,6.6,11.0,0.0,4.4,4.4,0.0,2.2,2.2,4.4,30.799999999999997
Jett Howard,0,66.60000000000001,7.2,25.2,3.6,5.3999999999999995,1.8,3.6,1.8,5.3999999999999995,5.3999999999999995,1.8,1.8,3.6,3.6,28.8
Joe Harris,0,169.6,9.6,30.4,4.8,9.6,1.6,1.6,3.2,9.6,9.6,3.2,1.6,4.8,19.2,38.4
Johnny Davis,0,615.0,15.0,40.0,50.0,114.99999999999999,15.0,25.0,20.0,55.00000000000001,30.0,20.0,10.0,15.0,55.00000000000001,150.0
Johnny Juzang,0,372.0,32.0,78.0,20.0,34.0,10.0,14.0,8.0,30.0,24.0,4.0,2.0,14.0,30.0,144.0
Jontay Porter,0,358.8,20.8,59.8,20.8,44.199999999999996,15.6,18.2,26.0,57.2,59.8,20.8,20.8,20.8,33.800000000000004,114.4
Jordan Ford,0,22.200000000000003,1.7999999999999998,3.0,1.7999999999999998,4.199999999999999,1.7999999999999998,1.7999999999999998,0.0,1.7999999999999998,1.7999999999999998,0.0,0.0,1.2000000000000002,0.0,12.0
Jordan McLaughlin,0,627.1999999999999,44.800000000000004,89.60000000000001,28.0,56.0,11.200000000000001,16.8,16.8,56.0,112.0,33.6,5.6000000000000005,16.8,33.6,196.0
Jordan Miller,0,28.0,0.8,2.4,4.0,7.2,2.4,2.4,3.2,2.4,0.0,0.0,0.0,0.8,2.4,12.8
Jordan Walsh,0,82.8,1.8,9.0,3.6,6.3,0.9,1.8,5.3999999999999995,15.299999999999999,5.3999999999999995,5.3999999999999995,0.9,2.6999999999999997,10.799999999999999,15.299999999999999
Josh Minott,0,89.6,3.2,9.6,12.8,25.6,12.8,12.8,3.2,12.8,9.6,6.4,6.4,3.2,9.6,51.2
Joshua Primo,0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0
Juan Toscano-Anderson,0,52.8,1.1,4.4,2.2,7.699999999999999,0.0,0.0,4.4,9.9,4.4,1.1,1.1,2.2,11.0,6.6
Jules Bernard,0,148.2,11.4,28.5,17.1,34.2,5.7,9.5,9.5,15.200000000000001,15.200000000000001,3.8000000000000003,1.9000000000000001,7.6000000000000005,13.299999999999999,74.1
Julian Phillips,0,324.0,12.0,40.0,20.0,40.0,12.0,20.0,12.0,24.0,12.0,8.0,8.0,12.0,40.0,88.0
Julian Strawther,0,545.0,40.0,140.0,40.0,85.0,20.0,30.0,5.0,55.00000000000001,45.0,15.0,5.0,25.0,55.00000000000001,225.0
Justin Champagnie,0,235.5,13.5,45.0,19.5,33.0,12.0,15.0,19.5,34.5,19.5,10.5,9.0,10.5,13.5,88.5
Justin Jackson,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Minaya,0,380.79999999999995,13.600000000000001,47.599999999999994,10.2,23.799999999999997,3.4000000000000004,10.2,30.6,27.200000000000003,20.4,10.2,10.2,10.2,34.0,61.2
Kaiser Gates,0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Brown,0,63.0,0.0,1.5,7.5,13.5,4.5,7.5,3.0,1.5,4.5,0.0,0.0,1.5,9.0,21.0
Kenneth Lofton Jr.,0,398.7,13.3,47.6,58.099999999999994,108.8,33.5,51.4,24.1,51.7,66.3,12.5,9.2,28.7,47.3,192.8
Keon Johnson,0,61.0,4.0,10.0,4.0,11.0,11.0,12.0,3.0,4.0,3.0,3.0,1.0,5.0,5.0,31.0
Kessler Edwards,0,275.4,21.6,54.0,16.2,32.4,5.4,10.8,10.8,32.4,16.2,10.8,5.4,5.4,27.0,91.8
Kevin Knox,0,561.1,31.0,93.0,55.800000000000004,93.0,18.599999999999998,21.7,18.599999999999998,55.800000000000004,21.7,12.4,6.2,21.7,49.6,223.20000000000002
Kevon Harris,0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0
Keyontae Johnson,0,65.7,0.9,2.6999999999999997,3.6,12.6,0.0,0.0,3.6,6.3,3.6,0.9,0.0,3.6,5.3999999999999995,10.799999999999999
Kira Lewis Jr.,0,530.8,6.700000000000001,66.3,59.900000000000006,117.9,34.5,39.7,17.700000000000003,34.5,73.6,16.5,5.5,27.5,26.1,178.7
Kobe Brown,0,396.0,13.2,48.400000000000006,22.0,44.0,0.0,0.0,22.0,44.0,26.4,13.2,4.4,8.8,48.400000000000006,88.0
Kobe Bufkin,0,195.5,8.5,40.8,25.5,52.7,3.4000000000000004,8.5,6.800000000000001,27.200000000000003,27.200000000000003,6.800000000000001,5.1,10.2,20.4,81.6
Kobi Simmons,0,67.2,2.0,8.0,7.2,13.2,0.0,0.0,1.2,6.0,12.0,6.0,2.0,1.2,5.2,20.0
Leaky Black,0,283.40000000000003,7.8,20.8,15.6,31.2,10.4,15.6,7.8,39.0,23.400000000000002,7.8,10.4,5.2,18.2,70.2
Leonard Miller,0,52.7,1.7000000000000002,5.1,10.2,15.3,1.7000000000000002,1.7000000000000002,5.1,15.3,8.5,1.7000000000000002,1.7000000000000002,1.7000000000000002,5.1,28.9
Lester Quinones,0,392.2,33.300000000000004,88.8,22.2,51.8,18.5,29.6,22.2,51.8,37.0,7.4,3.7,18.5,44.4,162.8
Lindell Wigginton,0,8.100000000000001,0.0,2.0999999999999996,2.0999999999999996,3.0,2.0999999999999996,2.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.8999999999999999,6.0
Lindy Waters III,0,281.2,38.0,83.60000000000001,11.4,19.0,3.8000000000000003,3.8000000000000003,7.6000000000000005,34.2,22.8,3.8000000000000003,7.6000000000000005,7.6000000000000005,22.8,136.8
Luka Garza,0,122.50000000000001,10.0,32.5,27.500000000000004,42.5,17.5,25.0,20.0,12.5,5.0,5.0,0.0,5.0,25.0,100.0
Luka Âamani?,0,404.2,12.9,64.5,47.300000000000004,94.60000000000001,43.0,55.9,21.5,81.7,17.2,4.3,8.6,30.099999999999998,30.099999999999998,176.29999999999998
Malcolm Cazalon,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Williams,0,107.10000000000001,0.7000000000000001,4.8999999999999995,7.700000000000001,28.699999999999996,0.0,2.1,14.700000000000001,23.099999999999998,2.1,2.8000000000000003,4.2,2.8000000000000003,14.700000000000001,18.900000000000002
Mamadi Diakite,0,48.0,0.0,2.1,8.1,9.9,8.1,12.0,2.1,6.0,3.8999999999999995,2.1,2.1,2.1,3.5999999999999996,24.0
MarJon Beauchamp,0,609.5999999999999,28.799999999999997,76.80000000000001,52.800000000000004,91.19999999999999,19.200000000000003,28.799999999999997,24.0,76.80000000000001,28.799999999999997,14.399999999999999,4.800000000000001,28.799999999999997,52.800000000000004,211.20000000000002
Markieff Morris,0,215.8,15.6,41.6,7.8,26.0,5.2,5.2,5.2,33.800000000000004,15.6,5.2,2.6,13.0,13.0,65.0
Markquis Nowell,0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
Marques Bolden,0,241.89999999999998,0.0,2.0,33.599999999999994,48.5,6.0,8.0,19.8,47.8,8.0,6.0,13.8,6.0,19.9,74.3
Mason Jones,0,28.0,2.0,7.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,0.0,2.0,3.0,7.0
Matt Ryan,0,389.2,42.0,92.39999999999999,8.4,22.400000000000002,14.0,14.0,5.6000000000000005,33.6,16.8,5.6000000000000005,0.0,19.599999999999998,30.800000000000004,151.20000000000002
Matthew Hurt,0,112.8,4.8,20.0,7.2,14.4,3.2,3.2,8.8,7.2,4.0,3.2,3.2,2.4,8.0,32.0
Maxwell Lewis,0,102.0,0.0,10.2,3.4000000000000004,13.600000000000001,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,6.800000000000001,3.4000000000000004,0.0,10.2,3.4000000000000004,10.2
Micah Potter,0,185.6,9.6,20.8,9.6,19.2,6.4,8.0,9.6,33.6,6.4,4.8,6.4,4.8,14.4,52.8
