Player Name,Archetype,Total MP,Total 3P,Total 3PA,Total 2P,Total 2PA,Total FT,Total FTA,Total ORB,Total DRB,Total AST,Total STL,Total BLK,Total TOV,Total PF,Total PTS
Collin Sexton,1,2074.8,124.80000000000001,327.6,374.4,709.8,319.79999999999995,366.6,70.2,132.6,382.20000000000005,62.400000000000006,15.600000000000001,163.8,156.0,1458.6
D'Angelo Russell,1,2485.2000000000003,228.0,547.2,266.0,532.0,159.6,190.0,30.400000000000002,205.20000000000002,478.8,68.4,38.0,159.6,159.6,1368.0
Dalano Banton,1,2094.0,118.80000000000001,399.6,283.2,605.4,186.6,237.0,85.2,273.0,256.8,64.2,42.0,151.2,129.0,1112.4
Darius Garland,1,1903.8,131.1,353.40000000000003,245.1,484.5,148.20000000000002,176.70000000000002,28.5,119.7,370.5,74.10000000000001,5.7,176.70000000000002,96.89999999999999,1026.0
Dejounte Murray,1,2784.6000000000004,202.8,553.8,468.0,912.5999999999999,210.60000000000002,265.2,62.400000000000006,351.0,499.20000000000005,109.19999999999999,23.4,202.8,140.4,1755.0
Deni Avdija,1,2257.5,90.0,232.5,315.0,570.0,202.5,270.0,82.5,457.5,285.0,60.0,37.5,157.5,187.5,1102.5
Derrick White,1,2379.8,197.10000000000002,496.4,189.8,343.1,138.7,153.3,51.099999999999994,255.5,379.6,73.0,87.6,109.5,153.3,1109.6
Devin Vassell,1,2250.8,163.2,448.79999999999995,333.20000000000005,612.0,163.2,204.0,27.200000000000003,231.2,278.79999999999995,74.80000000000001,20.4,108.80000000000001,74.80000000000001,1326.0
Donovan Mitchell,1,1941.4999999999998,181.5,495.0,319.0,594.0,275.0,319.0,44.0,236.5,335.5,99.0,27.5,154.0,115.5,1463.0
Donte DiVincenzo,1,2357.1,283.5,704.6999999999999,162.0,299.7,89.10000000000001,113.39999999999999,64.8,234.9,218.70000000000002,105.3,32.4,113.39999999999999,162.0,1255.5
Franz Wagner,1,2340.0,93.60000000000001,331.2,432.0,763.1999999999999,273.59999999999997,316.8,72.0,309.59999999999997,266.40000000000003,79.2,28.8,136.79999999999998,165.6,1418.3999999999999
Fred VanVleet,1,2686.3999999999996,226.3,584.0,197.10000000000002,430.70000000000005,197.10000000000002,226.3,36.5,248.2,591.3,102.19999999999999,58.400000000000006,124.1,182.5,1270.1999999999998
Gordon Hayward,1,2489.1,73.8,180.4,299.2,624.0999999999999,175.2,241.39999999999998,73.69999999999999,287.29999999999995,314.7,81.30000000000001,27.799999999999997,131.9,132.1,1000.1
Jaden Ivey,1,2217.6,123.2,369.59999999999997,292.59999999999997,600.6,223.29999999999998,300.3,84.7,177.1,292.59999999999997,53.9,38.5,192.5,200.20000000000002,1185.8
Jalen Green,1,2599.4,205.0,606.8000000000001,360.8,729.8000000000001,287.0,352.59999999999997,41.0,385.40000000000003,287.0,65.60000000000001,24.599999999999998,188.6,114.8,1607.2
Jalen Williams,1,2222.3,106.5,241.4,433.09999999999997,752.6,177.5,220.1,35.5,248.5,319.5,78.10000000000001,42.6,120.7,177.5,1356.1000000000001
Jamal Murray,1,1858.5,147.5,342.2,330.4,643.1,159.3,182.9,41.3,200.6,383.5,59.0,41.3,123.9,106.2,1250.8
James Harden,1,2469.6,187.20000000000002,489.59999999999997,165.6,331.2,302.40000000000003,345.59999999999997,36.0,338.40000000000003,612.0,79.2,57.6,187.20000000000002,129.6,1195.2
Jaren Jackson Jr.,1,2125.2000000000003,118.8,363.0,396.0,798.6,336.59999999999997,415.8,85.8,277.2,151.79999999999998,79.2,105.60000000000001,158.4,237.6,1485.0
Jaylen Brown,1,2345.0,147.0,413.0,483.0,847.0,210.0,301.0,84.0,301.0,252.0,84.0,35.0,168.0,182.0,1610.0
Jerami Grant,1,1830.6,113.4,275.4,270.0,572.4,253.8,313.2,37.8,156.6,151.2,43.2,32.4,113.4,118.80000000000001,1134.0
Jimmy Butler,1,2040.0,60.0,144.0,336.0,648.0,396.0,462.0,108.0,216.0,300.0,78.0,18.0,102.0,66.0,1248.0
Joel Embiid,1,1310.4,54.599999999999994,140.4,397.79999999999995,713.7,397.79999999999995,452.4,93.6,335.4,218.39999999999998,46.8,66.3,148.2,113.1,1353.3000000000002
Jonathan Kuminga,1,1946.2,51.8,162.8,399.6,695.6,222.0,296.0,88.8,266.40000000000003,162.8,51.8,37.0,118.4,170.2,1191.4
Jordan Poole,1,2347.8,187.2,561.6,304.2,624.0,195.0,218.39999999999998,31.200000000000003,179.39999999999998,343.20000000000005,85.80000000000001,23.4,187.2,241.8,1357.1999999999998
Julius Randle,1,1628.3999999999999,78.2,243.79999999999998,317.40000000000003,593.4,234.6,303.59999999999997,101.2,322.0,230.0,23.0,13.799999999999999,161.0,124.2,1104.0
Karl-Anthony Towns,1,2027.4,136.4,328.59999999999997,341.0,626.1999999999999,254.2,291.40000000000003,93.0,421.59999999999997,186.0,43.4,43.4,179.79999999999998,204.6,1351.6000000000001
Kawhi Leonard,1,2332.3999999999996,142.8,333.20000000000005,469.20000000000005,822.8,251.60000000000002,285.6,81.6,333.20000000000005,244.8,108.80000000000001,61.2,122.4,95.19999999999999,1611.6
Keyonte George,1,2025.0,150.0,442.5,172.5,375.0,187.5,225.0,15.0,195.0,330.0,37.5,7.5,187.5,90.0,975.0
Klay Thompson,1,2286.9,269.5,693.0,223.29999999999998,438.90000000000003,123.2,138.6,38.5,215.6,177.1,46.199999999999996,38.5,115.5,123.2,1378.3
Kyle Kuzma,1,2282.0,154.0,448.0,455.0,861.0,189.0,238.0,63.0,399.0,294.0,35.0,49.0,189.0,154.0,1554.0
Kyle Lowry,1,3381.2,195.7,504.5,129.7,253.4,126.9,150.9,71.1,320.8,505.8,121.4,45.7,168.0,289.4,973.4
Kyrie Irving,1,2030.0,174.0,423.4,388.6,707.5999999999999,191.39999999999998,208.8,46.400000000000006,243.60000000000002,301.6,75.4,29.0,104.4,110.19999999999999,1484.8000000000002
Lauri Markkanen,1,1820.5,176.0,440.0,252.99999999999997,450.99999999999994,247.5,275.0,121.00000000000001,324.5,110.0,49.5,27.5,77.0,99.0,1276.0
Malik Monk,1,1872.0,151.20000000000002,424.8,244.79999999999998,468.0,172.79999999999998,201.6,28.8,187.20000000000002,367.2,43.199999999999996,36.0,151.20000000000002,158.4,1108.8
Michael Porter Jr.,1,2567.7,218.70000000000002,550.8,299.7,526.5,89.10000000000001,113.39999999999999,105.3,461.7,121.5,40.5,56.699999999999996,89.10000000000001,145.8,1352.7
Mikal Bridges,1,2853.6,221.4,590.4,344.40000000000003,705.1999999999999,254.20000000000002,319.8,65.60000000000001,303.40000000000003,295.2,82.0,32.800000000000004,164.0,114.8,1607.2
Miles Bridges,1,2580.6,158.7,448.5,400.2,759.0,172.5,213.9,69.0,434.7,227.7,62.1,34.5,138.0,117.3,1449.0
OG Anunoby,1,3401.7999999999997,203.5,530.5,362.3,621.1,131.9,179.6,92.3,319.2,212.4,136.1,71.5,162.3,239.6,1467.0
Patrick Beverley,1,2924.6,117.30000000000001,363.4,194.0,393.70000000000005,148.1,174.7,97.5,378.0,425.0,85.5,61.0,128.3,260.2,904.7
Paul George,1,2501.2,244.2,584.6,340.4,651.2,266.40000000000003,288.59999999999997,37.0,347.8,259.0,111.0,37.0,155.4,199.8,1672.4
Royce O'Neale,1,3904.8,316.0,839.3,114.69999999999999,234.3,47.4,63.2,123.4,632.3,439.4,116.6,91.8,141.10000000000002,345.4,1213.9
Scottie Barnes,1,2094.0,102.0,294.0,348.0,648.0,198.0,252.0,144.0,354.0,366.0,78.0,90.0,168.0,120.0,1194.0
Simone Fontecchio,1,3288.2,265.2,672.4,236.8,425.8,105.2,131.6,128.8,367.4,202.8,90.6,44.6,133.6,221.0,1384.4
Stephen Curry,1,2419.8,355.2,873.2,296.0,569.8000000000001,296.0,325.6,37.0,296.0,377.4,51.8,29.6,207.2,118.4,1953.6
Tobias Harris,1,2366.0,91.0,259.0,371.0,693.0,189.0,210.0,77.0,371.0,217.0,70.0,49.0,91.0,112.0,1204.0
Trae Young,1,1944.0,172.8,469.79999999999995,259.2,540.0,345.6,405.0,21.6,124.19999999999999,583.2,70.2,10.8,237.60000000000002,108.0,1387.8
Tyrese Haliburton,1,2221.8,193.2,538.1999999999999,303.6,510.6,193.2,227.7,34.5,234.6,752.1,82.8,48.3,158.7,75.9,1386.9
Tyrese Maxey,1,2625.0,210.0,567.0,427.0,847.0,329.0,378.0,35.0,224.0,434.0,70.0,35.0,119.0,154.0,1813.0
